features,class
"[-5.0360156e+02  1.0365441e+02 -6.5724545e+00  2.9862898e+01
 -1.3454864e+01 -7.4035916e+00 -1.3180496e+00 -1.5823804e+01
 -3.6264786e+01 -3.3910096e+00 -5.8587599e+00 -3.1348777e+00
  5.4015307e+00  1.9155422e-01  1.0885479e+01 -6.0583806e+00
 -4.7495990e+00 -1.0687478e+01 -1.2948401e+01 -7.7229114e+00
 -1.2498660e+01 -1.0641404e+01 -1.2031824e+01 -2.2162108e+00
 -6.3056488e+00 -5.3778677e+00 -1.0604782e+00 -4.7128010e+00
 -5.5044713e+00 -7.6392789e+00 -2.7380047e+00 -4.0923853e+00
 -2.6944876e+00 -7.2139907e+00 -6.8359904e+00  5.9448481e-02
  1.7099804e-01  6.9136202e-01  4.0262194e+00  4.6681156e+00]",Soorya
"[-5.29295593e+02  1.18492455e+02 -8.69882393e+00  3.82249222e+01
 -1.75672741e+01 -2.40844822e+00 -8.87799644e+00 -1.70611076e+01
 -3.29659576e+01 -3.97183627e-01 -3.89107442e+00  1.45741260e+00
  5.38815117e+00  1.70560730e+00  8.60163307e+00 -1.08283615e+01
 -2.14640871e-02 -7.25826693e+00 -1.21890841e+01 -8.33518028e+00
 -1.17384806e+01 -9.84584141e+00 -1.14605207e+01 -2.51299071e+00
 -9.01564121e+00 -3.88632059e+00  6.86392725e-01  1.16361134e-01
  1.32699668e-01 -2.84711814e+00 -1.32731907e-02 -2.35877466e+00
  8.29247117e-01 -4.73416281e+00 -1.65848684e+00 -2.28793836e+00
 -3.97043848e+00 -4.10285425e+00 -5.76726866e+00 -3.78293061e+00]",Soorya
"[-543.9185     111.18652    -29.618147    20.504904    -7.266391
   -6.386822     3.232031   -15.752605   -36.039333     5.4228177
    8.796467    -1.458596     1.5140004   -3.1855803    6.3982387
  -10.870591    -5.6607404   -7.719794   -13.489606    -9.201743
  -12.784042    -8.86732     -9.971345    -1.3646579   -7.953249
   -4.950789     3.858853    -1.357008    -1.7722199   -5.606273
   -2.0036316   -1.9960197   -1.5713211   -4.4495845   -7.1551924
   -1.86379     -4.258751    -5.2901793   -4.846262    -5.043983 ]",Soorya
"[-7.4634454e+02  8.2744354e+01 -5.7987499e+00  2.9922453e+01
 -7.0062060e+00  9.6038742e+00 -3.5616972e+00 -2.0298428e+01
 -1.2135037e+01  5.7466016e+00 -4.0822351e-01  1.4874097e+00
 -3.7357044e-01 -3.3588843e+00  1.8288319e+00 -3.4338522e+00
 -3.2939172e+00 -1.0189279e+01 -1.4101813e+01 -1.0045482e+01
 -9.6660423e+00 -1.0906970e+01 -1.0470687e+01 -1.1446208e+00
 -2.3960798e+00 -2.6396136e+00 -3.0202177e-01  2.9320498e+00
  4.3882117e+00  1.2157952e+00 -2.2735457e-01 -3.8681686e+00
 -6.0989189e-01 -2.9056501e+00 -1.4253955e+00 -3.0056016e+00
 -3.8271577e+00 -2.4535992e+00 -1.1847730e+00 -3.6123838e+00]",Soorya
"[-6.1851794e+02  9.8108429e+01  1.5083945e+01  3.5275791e+01
 -1.7129899e+00 -1.2313224e+01  2.9771416e+00 -1.3707192e+01
 -2.5932062e+01 -9.8169699e+00 -7.6396008e+00 -2.4642272e+00
 -1.2726611e-01 -4.1001530e+00  4.4456453e+00 -5.2901473e+00
 -4.6167603e+00 -6.3266497e+00 -1.4796183e+01 -8.0436764e+00
 -1.3309759e+01 -1.3612452e+01 -8.4387903e+00 -6.4573836e+00
 -8.8432026e+00 -5.2342134e+00 -6.5356350e-01 -5.4410076e+00
 -1.9628243e+00 -1.2882577e+00 -1.5203754e+00 -1.6971608e+00
 -1.3747830e+00 -3.7313843e+00 -8.3509378e+00 -1.9948179e+00
 -3.9391303e+00 -6.3109379e+00 -5.9697647e+00 -7.9902501e+00]",Soorya
"[-5.55605408e+02  9.12873459e+01 -1.15010529e+01  6.45774078e+01
 -2.42353592e+01  1.62622929e-01 -1.09477949e+01 -1.42962523e+01
 -2.51316414e+01 -6.39578724e+00 -6.56298208e+00 -2.91934550e-01
 -2.17420056e-01 -3.19952869e+00  6.36645031e+00 -9.39824104e+00
  2.49435234e+00 -7.19538927e+00 -1.01326065e+01 -6.94290209e+00
 -9.31824589e+00 -1.05574350e+01 -1.09384975e+01 -2.10542083e+00
 -6.39443016e+00  1.51826751e+00  2.19589782e+00  2.17788339e+00
  4.95204628e-01 -4.21530581e+00  3.19382012e-01 -3.26201653e+00
  2.27696633e+00 -3.54413533e+00 -2.94545078e+00  2.01844811e+00
 -2.41404891e+00 -4.36072206e+00 -9.63344753e-01 -6.30431795e+00]",Soorya
"[-6.6219043e+02  6.1068142e+01  9.0772057e+00  1.4294506e+01
  6.8278843e-01  1.3410205e+00  4.2869053e+00 -9.9016151e+00
 -1.7431089e+01 -5.4383427e-01  5.3247004e+00  8.9232469e-01
  1.9277439e+00  3.2970512e+00  4.1162090e+00  9.8310754e-02
 -1.2430505e+00 -6.6484771e+00 -8.1370077e+00 -7.5729084e+00
 -8.5574446e+00 -9.7721930e+00 -8.8960867e+00 -2.7680771e+00
 -4.9998608e+00 -1.8446978e+00  1.4377223e+00 -8.6841577e-01
  5.3502291e-01  3.1921342e-02 -1.1367466e+00 -1.8850760e+00
 -1.0358790e+00 -3.0235865e+00 -6.3195634e-01  2.6080880e+00
 -6.6070610e-01  7.3597598e-01 -7.3430592e-01 -2.8231213e+00]",Soorya
"[-5.1085941e+02  1.2700788e+02 -3.5692299e+01  3.5765465e+01
  5.6655130e+00 -2.3202188e+01 -1.3948444e+01 -3.0515867e+01
 -2.9775749e+01  5.3457934e-01 -1.5574771e+00  4.2808146e+00
  6.5211964e+00 -4.6357000e-01  6.2682891e+00 -9.2493324e+00
 -4.7848749e+00 -9.0658798e+00 -1.6504330e+01 -8.4609337e+00
 -9.9402628e+00 -1.0704574e+01 -1.2309748e+01 -5.4556384e+00
 -9.7448740e+00 -9.9372377e+00 -1.1457564e+00 -1.5002739e+00
 -4.1938777e+00 -3.6443064e+00 -8.2609349e-01 -5.1318612e+00
 -1.4378638e+00 -4.6929393e+00 -8.0841484e+00 -1.2477953e+00
 -4.5652738e+00 -2.5996161e+00 -3.5273819e+00 -5.5991745e+00]",Soorya
"[-5.9342230e+02  1.3345911e+02 -2.5026758e+01  7.8645119e+01
  7.9957728e+00 -1.1515024e+01 -6.7819934e+00 -6.5294008e+00
 -3.1204094e+01 -1.0576328e+01 -1.0511745e+01  2.4824660e+00
  4.1909882e-01 -1.3598361e+01  1.2341073e+01 -8.7863274e+00
 -7.3788238e+00 -2.1421885e+00 -1.5648929e+01 -7.3086596e+00
 -5.8590560e+00 -1.2617337e+01 -6.8300610e+00 -2.7719161e-01
 -7.4704118e+00 -8.0059332e-01 -1.7974499e+00 -7.8735566e+00
 -1.7604619e+00 -6.9966507e+00 -5.1205568e+00 -3.7935928e-01
 -8.1761494e+00 -8.6698570e+00 -8.3670206e+00 -7.0242324e+00
 -1.3293700e+00 -2.1489565e+00  3.3738177e+00  1.8268600e+00]",Soorya
"[-610.99146     108.48972      18.805243     40.53452      -6.2187123
   -1.5180659    -7.102186    -20.58883     -22.591103     -8.53083
   -8.336612     -1.3273621    -2.6402304    -3.6912737     8.142133
  -11.38354      -3.6971586    -2.8857      -13.680711     -8.919955
   -8.541673     -8.828198     -7.8760743    -2.8068786    -9.710336
   -5.107228     -2.5755587    -6.4382305    -3.1220253    -2.8270044
    0.70663685   -2.7369645     0.85765344   -2.8490562    -7.274849
   -1.717624     -6.5699315    -6.1665816    -6.9622254   -10.49669   ]",Soorya
"[-5.8433868e+02  1.5611920e+02 -2.0605394e+01  2.8568659e+01
  2.3008637e+00 -8.0930729e+00 -3.9175799e+00 -2.0788864e+01
 -3.3672695e+01  1.2585446e+00  7.0141177e+00  1.0932057e+00
  2.2434671e+00 -1.6259440e+00  1.1931222e+01 -8.9874592e+00
 -3.0741282e+00 -5.4866071e+00 -1.6701351e+01 -1.1315541e+00
 -5.8558087e+00 -1.2200345e+01 -1.0983038e+01 -1.1755761e+00
 -7.8817730e+00 -4.2388377e+00  3.7076080e-01 -3.3346617e+00
 -1.1263818e+00 -5.8455181e+00  2.0115111e+00 -2.7896385e+00
 -3.0826128e-01 -1.2059580e+00 -8.5373011e+00  6.2269968e-01
 -5.5681934e+00 -4.6582255e+00 -6.3658586e+00 -9.5196772e+00]",Soorya
"[-6.2725146e+02  8.6601372e+01 -1.0889410e+01  3.3869549e+01
 -5.7403684e+00  5.2999058e+00 -9.8149176e+00 -1.9303221e+01
 -1.6521366e+01  4.6018481e+00  2.2922442e+00  1.7831483e+00
  5.8367314e+00  1.0421993e+00  3.8954618e+00 -6.0182662e+00
 -2.2259340e+00 -8.3588686e+00 -1.3610163e+01 -5.0258269e+00
 -5.5167084e+00 -1.1068816e+01 -9.8990641e+00  1.6009876e+00
 -5.3562999e+00 -3.4297144e+00  5.1297240e+00  2.4281843e+00
 -4.9760246e-01 -1.6908461e-01  5.9947288e-01 -3.9956858e+00
  2.8280110e+00 -1.7055078e+00 -5.4649835e+00  1.1946795e+00
 -4.5842671e+00 -1.4847053e+00 -2.8872347e+00 -7.1870942e+00]",Soorya
"[-5.0449072e+02  1.3261325e+02 -2.7495220e+01  1.6739761e+01
 -2.9530058e+00 -1.4578196e+01 -2.6599400e+00 -2.9748335e+01
 -3.7664314e+01  6.3778502e-01  3.7569373e+00 -5.5837687e-02
  4.9953294e+00  4.7091284e+00  6.3890781e+00 -9.2628040e+00
 -4.1598983e+00 -1.2802100e+01 -1.6972672e+01 -3.3877664e+00
 -1.3608652e+01 -1.4404324e+01 -8.4804907e+00 -6.0877547e+00
 -8.0610256e+00 -3.8239808e+00  1.3818246e+00 -1.7674044e+00
 -2.7577686e+00 -1.8277333e+00  5.1059020e-01 -4.6650090e+00
 -2.5336726e+00 -5.0186753e+00 -9.9453983e+00 -7.1986628e-01
 -3.2139175e+00 -1.8657829e+00 -8.2412535e-01 -3.7752769e+00]",Soorya
"[-5.2020685e+02  1.2476110e+02 -1.4419883e+01  2.6707664e+01
 -1.0285961e+01 -4.2947416e+00 -8.2714472e+00 -3.0796124e+01
 -3.6097729e+01  1.8510108e+00 -6.1602217e-01 -3.1244967e+00
  1.4505751e+00 -4.3906178e+00  1.4519965e+01 -1.2688449e+01
 -6.8810959e+00 -5.9394817e+00 -1.6850998e+01 -2.3014765e+00
 -1.2239089e+01 -1.1603275e+01 -7.2724376e+00 -3.1043527e+00
 -7.2928586e+00 -3.1601448e+00  5.6187189e-01 -4.4629016e+00
 -3.2234719e+00 -5.4007831e+00  3.6184117e-01 -3.3567727e+00
 -7.6837277e-01 -2.6497858e+00 -9.0979853e+00 -1.2053964e+00
 -5.7110820e+00 -5.5198421e+00 -3.9028399e+00 -8.0300484e+00]",Soorya
"[-477.95538    130.67453    -52.644386    49.386326    -5.2548375
  -11.144165   -23.515558   -32.527435   -28.145235   -12.076687
  -10.870546     6.760678     4.771154   -12.805753     2.879223
  -10.903977    -2.4389098   -7.6031513  -19.04149     -9.839765
   -8.926906   -11.607078   -13.077308    -2.4456787  -11.704472
   -6.0790086   -5.4915586   -6.25445      2.6346838   -5.653705
   -2.7714922   -6.242104    -4.311603     2.4459012    1.7605991
    2.0412438    3.5589538    2.1238718    4.7615743    3.5332787]",Soorya
"[-6.0436163e+02  1.2906187e+02 -4.3996139e+00  2.5159510e+01
 -6.4071088e+00 -1.0410469e+00 -8.6728525e+00 -1.4716480e+01
 -2.6590727e+01 -1.8520855e+00 -8.8319087e-01 -6.9443297e+00
 -6.5647526e+00 -3.7031608e+00  1.0399303e+01 -7.2202067e+00
 -6.1411133e+00 -1.3265250e+01 -1.1316404e+01 -3.1413546e+00
 -9.6797800e+00 -1.0456402e+01 -1.1277136e+01  7.0755094e-01
 -3.6185150e+00 -3.9928236e+00  9.1647416e-01  3.0832617e+00
 -4.5821384e-02 -5.0852294e+00  3.8672504e-01 -4.6917768e+00
  1.1776175e+00 -1.6894649e+00 -6.0997601e+00  9.1439134e-01
 -1.3887952e-01 -1.2635041e+00 -1.1625896e+00 -4.1065612e+00]",Soorya
"[-4.9418665e+02  1.4376129e+02 -1.1633743e+01 -2.9229777e+00
 -2.0263239e+01 -2.2769590e+01 -2.9458969e+00 -1.8121187e+01
 -3.7826694e+01 -4.0866084e+00 -2.1893124e-01 -3.2694273e+00
  9.0139046e+00 -3.2258425e+00  4.2136478e+00 -2.2902658e+00
 -8.8488321e+00 -1.2977184e+01 -1.5593080e+01 -7.2440081e+00
 -1.4958789e+01 -1.3937713e+01 -8.8499212e+00 -3.6500809e+00
 -6.6967773e+00 -4.8303905e+00  1.7890887e+00 -5.3053408e+00
 -5.0411382e+00 -4.3540950e+00 -1.6908275e+00 -1.2365634e+00
 -3.5965345e+00 -5.2572565e+00 -7.8385639e+00 -5.5873380e+00
 -6.8288498e+00 -3.7312536e+00 -2.5184267e+00 -3.6721375e+00]",Soorya
"[-5.4724133e+02  1.3289406e+02 -1.2543055e+01  1.2594812e+01
 -1.6387672e+01 -6.1321125e+00 -7.4468808e+00 -1.6805338e+01
 -4.1380039e+01 -2.4801695e+00  1.8891988e+00 -1.0633163e-01
  9.8545694e+00 -2.4792697e+00  1.3559915e+01 -6.0464158e+00
 -7.6721668e+00 -7.1309800e+00 -1.3200146e+01 -6.8135853e+00
 -1.2411914e+01 -1.2226565e+01 -8.4177017e+00 -1.9565632e+00
 -1.0055976e+01 -2.2821169e+00  2.8960187e+00 -5.2622838e+00
 -2.4468527e+00 -3.3414290e+00 -2.1102552e+00 -3.1050026e+00
 -1.6832043e+00 -2.3143282e+00 -6.2396865e+00 -3.2574389e+00
 -2.8897107e+00 -4.1168103e+00 -2.7361870e+00 -5.5316525e+00]",Soorya
"[-5.6507880e+02  9.7928268e+01 -6.2486339e+00  5.0737667e+01
 -6.9774737e+00 -8.1287327e+00 -1.2697738e+01 -2.6631189e+01
 -3.3584110e+01 -3.0050974e+00 -6.7240375e-01 -3.8940048e-01
  1.7379940e-01 -1.6873184e+00  1.1325703e+01 -8.7283010e+00
 -6.9240170e+00 -3.4826934e+00 -1.7124811e+01 -9.7380047e+00
 -6.4524465e+00 -1.3284835e+01 -6.5072937e+00 -5.0103533e-01
 -7.0433960e+00  5.6724429e-02  1.2600790e+00 -1.0097072e+00
 -3.1036513e+00 -4.1245608e+00  1.2891051e+00 -3.0581994e+00
 -1.2282823e+00 -2.5333333e+00 -5.0424304e+00 -1.1399524e+00
 -3.7459190e+00 -5.2765894e+00 -5.5567160e+00 -7.2397933e+00]",Soorya
"[-8.09468140e+02  8.32993851e+01  2.19586105e+01  5.70179100e+01
 -1.19660225e+01  9.60708714e+00 -4.93871927e+00 -2.39235210e+00
 -2.08453693e+01  1.95938066e-01 -8.93437290e+00  6.75392449e-01
 -8.28747272e+00  3.06133360e-01 -3.50623322e+00 -2.37238169e+00
 -7.74995136e+00 -3.12723517e-01 -8.92341328e+00 -2.34166050e+00
 -8.30543900e+00 -5.97467518e+00 -7.89848280e+00 -2.33285379e+00
 -5.36934137e+00 -3.25252712e-01 -2.22661567e+00 -2.70034385e+00
 -6.93736374e-02 -2.58991694e+00 -3.20503861e-01 -2.90849662e+00
 -2.03771615e+00 -3.58197570e+00 -2.47097492e+00 -8.84268224e-01
 -9.66834009e-01 -6.31412649e+00 -9.14864182e-01 -4.68563461e+00]",Soorya
"[-6.1817743e+02  1.0775229e+02 -5.6538854e+00  3.8154476e+01
 -6.1834950e+00  5.6633344e+00 -4.2798371e+00 -1.9574026e+01
 -3.5474411e+01 -8.1197472e+00 -4.6544490e+00 -3.9665632e+00
 -3.0790412e+00 -1.1142745e+00  8.3532810e+00 -8.4054174e+00
 -3.4014227e+00 -8.6661959e+00 -1.3322927e+01 -5.9155583e+00
 -5.9062057e+00 -7.3866959e+00 -8.7137337e+00 -4.9384694e+00
 -5.9888477e+00  9.6500891e-01  1.3342606e+00 -2.4103777e+00
 -2.0288925e+00 -3.2467096e+00  3.7393420e+00  1.7034320e+00
  5.6566721e-01 -4.2809186e+00 -4.3413434e+00  1.3704017e-02
 -1.1596894e+00 -3.4089210e+00 -2.9740610e+00 -5.5660930e+00]",Soorya
"[-7.4755780e+02  6.0453548e+01  2.5311930e+00  1.6387423e+01
  8.7215691e+00  4.4873867e+00 -3.4308064e-01 -1.5824357e+01
 -1.5067120e+01  4.4700437e+00  5.8805690e+00  2.2149549e+00
  3.3033183e+00  4.8910718e+00  3.7563143e+00 -4.0160146e+00
 -4.3768687e+00 -8.5125360e+00 -7.3662739e+00 -5.5481601e+00
 -8.7260590e+00 -7.8122587e+00 -5.4871316e+00 -2.7511880e+00
 -4.3482437e+00 -2.0134690e+00  2.4543221e+00  2.8897617e+00
 -4.6967575e-01 -2.4063444e-01 -1.2472021e-01 -1.8472729e+00
  6.4425057e-01 -2.1445150e+00 -2.1088972e+00  4.7921446e-01
 -6.7925352e-01 -6.8188660e-02 -7.6027602e-01 -2.3098006e+00]",Soorya
"[-5.2621448e+02  1.3291116e+02 -6.6728191e+00  3.3881371e+01
 -1.3942691e+01 -1.8325525e+01 -8.3638678e+00 -1.9687681e+01
 -3.7252285e+01 -7.5082798e+00 -8.6009130e+00 -2.1332436e+00
  2.1187284e+00 -7.0322437e+00  8.9124498e+00 -7.7614794e+00
 -5.1132097e+00 -1.2842087e+01 -1.5810888e+01 -7.4048080e+00
 -1.1734898e+01 -3.8556397e+00 -8.2241173e+00 -6.9471240e+00
 -2.4210920e+00 -3.9869769e+00 -5.1212234e+00  9.6987271e-01
 -5.0557047e-01 -6.4963636e+00 -5.6904292e-01 -3.3351045e+00
 -1.9666883e+00 -3.4162347e+00 -5.8298869e+00  4.1759639e+00
  2.7850587e+00 -1.5173169e+00  5.9570116e-01 -4.7201877e+00]",Soorya
"[-9.2605573e+02  6.4092621e+01  1.7184216e+01  1.7193398e+01
  7.1736062e-01  4.5884223e+00  9.6325222e-03  8.8352365e+00
 -1.0413452e+01  8.4800682e+00 -6.4069228e+00  3.2733119e+00
 -9.0685892e+00  5.4442692e+00 -9.8781910e+00 -9.7154295e-01
 -6.2395368e+00  2.1032846e+00 -6.9436131e+00  1.9605969e-01
 -7.7175584e+00 -2.5949998e+00 -6.9458284e+00 -1.2125902e+00
 -3.4614413e+00 -1.5257415e+00  4.6049413e-01  2.4406223e+00
  5.2820390e-01  3.9705268e-01 -1.6919240e-01 -5.0789207e-01
 -1.3798671e+00 -2.4206207e+00 -1.1471665e+00 -6.6396832e-01
  6.7337394e-01 -8.8679004e-01  7.6872045e-01 -1.1036407e+00]",Soorya
"[-4.7783945e+02  1.3467293e+02 -3.8826366e+01  1.8207714e+01
 -6.6100085e-01 -8.3552322e+00 -6.5164080e+00 -3.0024050e+01
 -3.5908310e+01  5.9284348e+00 -1.7290444e+00  8.2441115e-01
  9.2132282e+00 -9.4645376e+00  5.2674022e+00 -7.6993289e+00
 -8.2144127e+00 -6.7920408e+00 -1.1161172e+01 -3.4503670e+00
 -6.6903768e+00 -9.2499247e+00 -1.4314264e+01 -8.6958036e+00
 -5.0460935e+00 -1.3058460e-01  2.5825384e+00  2.3990254e+00
 -2.7365155e+00 -1.0565676e+01 -4.0170932e+00 -4.3125238e+00
 -1.7647206e+00 -1.3380497e+00 -6.5137258e+00 -1.1079378e+00
 -2.4119771e+00 -1.2781792e+00  4.1266680e+00  3.3727326e+00]",Soorya
"[-490.90244     118.19192     -35.2935       20.254187    -10.68019
   -4.687685    -14.977599    -30.815308    -38.901436     -3.61676
   -1.2553395     1.6566287     3.2875557   -13.806582      7.041478
   -5.1295238    -5.53875      -8.759716    -18.48178     -15.309595
  -14.86636      -7.421596    -15.503873    -10.721704     -7.7396364
   -6.005542     -8.700262     -3.7674682     2.9279885    -7.7379274
   -0.7761306    -2.424849     -4.671843      0.52980524   -2.3409317
   -4.7447166    -5.2867794    -8.362492     -4.9660063    -3.0624328 ]",Soorya
"[-5.24502625e+02  1.12044357e+02 -1.16087732e+01  3.89116058e+01
 -9.12820625e+00  2.78244448e+00 -1.24542875e+01 -3.30691681e+01
 -3.55808220e+01 -1.44093716e+00 -3.39378262e+00 -1.99902713e+00
 -2.50571519e-01  3.86827737e-02  1.01064529e+01 -7.73774385e+00
 -6.16936541e+00 -7.51712179e+00 -8.68695164e+00 -5.53986168e+00
 -9.11219883e+00 -6.06941223e+00 -1.02724905e+01 -7.54001474e+00
 -3.30658174e+00 -2.35489058e+00 -4.94499016e+00  3.15419698e+00
  1.65658689e+00 -7.33685255e+00  1.41886830e+00 -3.74331903e+00
  1.79520860e-01 -1.40181458e+00 -5.72440720e+00  1.10838819e+00
 -3.49462342e+00 -6.57475901e+00 -2.89656401e+00 -8.61153889e+00]",Soorya
"[-9.8647913e+02  3.1689783e+01  1.2930820e+01  5.7916989e+00
  6.2887635e+00  3.5329316e+00 -3.0043411e+00  9.7229300e+00
 -1.1699320e+01  7.9435163e+00 -6.2094731e+00  4.7346549e+00
 -6.2587128e+00  6.5073948e+00 -6.1190624e+00  4.2254868e+00
 -5.9270782e+00  2.1977141e+00 -4.9457173e+00  2.9007671e+00
 -4.7651415e+00 -1.0329703e+00 -5.6039910e+00 -1.8690566e+00
 -3.5525777e+00 -1.5578575e-01 -6.6282421e-01  5.5467033e-01
 -1.0195347e+00 -3.4892482e-01 -6.0132986e-01 -2.4690182e+00
 -9.2495596e-01 -9.0944004e-01 -2.0966460e-01 -3.6971903e-01
  1.5265762e+00 -1.3780224e-02 -9.4518356e-02 -1.3054948e+00]",Soorya
"[-5.55505798e+02  7.72710266e+01 -2.60430107e+01  2.24705887e+01
 -8.73005962e+00  7.33745289e+00 -1.19536581e+01 -2.52763424e+01
 -2.73625660e+01  8.39926815e+00  2.05336738e+00 -4.78945017e+00
 -8.56677830e-01  3.04242992e+00  5.50860119e+00 -9.97479343e+00
 -2.53678751e+00 -9.65638065e+00 -1.23679085e+01 -5.79172182e+00
 -7.34186077e+00 -1.21854277e+01 -1.25299692e+01 -4.80470467e+00
 -3.34354043e+00 -2.45163560e+00 -2.71617365e+00  6.55501127e+00
  9.03434828e-02 -5.98806429e+00 -7.40181565e-01 -6.03114462e+00
  1.67489752e-01 -1.83482444e+00  3.43568534e-01  3.04066443e+00
  2.24663448e+00 -2.58276075e-01 -5.39183617e-02  1.50861359e+00]",Soorya
"[-4.9642899e+02  1.0382990e+02 -3.3464478e+01  4.4224609e+01
 -1.3988997e+01 -8.7288851e-01 -5.8471971e+00 -1.8494286e+01
 -3.5626034e+01  3.0688522e+00 -1.1319150e+00 -2.8154368e+00
  4.5790095e+00 -5.7091093e+00  4.5776367e+00 -1.0338254e+01
 -5.3189673e+00 -1.0922218e+01 -1.2963165e+01 -7.6649566e+00
 -1.6194174e+01 -1.3267176e+01 -1.5745408e+01 -9.2682705e+00
 -6.4723940e+00 -3.6477158e+00 -2.0758538e+00  3.5880315e+00
 -4.2328060e-01 -7.3813977e+00  1.9651486e+00 -5.4298744e+00
 -2.4544535e+00 -4.0921860e+00 -6.9036808e+00 -8.9113957e-01
 -3.3397417e+00 -5.0671458e+00  1.8289943e+00  3.1536751e+00]",Soorya
"[-5.1534210e+02  1.0740606e+02 -2.5396576e+01  3.6913303e+01
 -1.1850052e+01  8.7812872e+00 -1.2536990e+01 -2.2911251e+01
 -3.6817787e+01  3.4827068e-01  2.2782125e+00 -8.1882912e-01
  2.6334722e+00 -1.5638032e+00  7.1841831e+00 -8.4656591e+00
 -4.4689908e+00 -1.0843720e+01 -1.5854295e+01 -7.0214963e+00
 -9.0170126e+00 -1.0486150e+01 -1.5405680e+01 -6.4084592e+00
 -3.3824842e+00 -1.9278413e+00 -3.1827071e+00  1.4870582e+00
  3.3183820e+00 -7.0119915e+00 -1.1171372e+00 -4.5370936e+00
 -1.6776516e+00 -6.2178655e+00 -6.3575563e+00 -4.6158704e-01
 -8.2467479e-01 -2.3466485e+00  1.5524163e+00 -4.8810092e-01]",Soorya
"[-5.1439630e+02  1.3727725e+02 -3.0904757e+01  2.2419157e+01
 -1.9521132e+01 -3.0629439e+00 -5.9688230e+00 -2.1679935e+01
 -3.8316116e+01 -9.9393368e-02  3.3100083e+00 -2.6715314e-01
  1.2036560e+00 -9.3895817e+00  5.3977466e-01 -1.4379319e+01
 -6.9730759e+00 -9.8762321e+00 -1.6191628e+01 -2.2105806e+00
 -8.0423012e+00 -1.1695594e+01 -1.1212325e+01 -5.7996798e+00
 -2.4014843e+00 -2.6055236e+00 -6.5992923e+00  1.3086581e+00
 -8.0309469e-01 -7.5575118e+00  1.0801516e+00 -4.5525355e+00
 -4.2540064e+00 -5.5648518e+00 -6.4370298e+00 -2.6407452e+00
 -1.3355330e+00 -5.1219501e+00 -5.1276145e+00 -8.1018724e+00]",Soorya
"[-5.1093417e+02  1.1733562e+02 -3.2212093e+01  1.8198320e+01
 -8.3561611e-01 -3.9253569e+00 -1.0691309e+01 -2.4562983e+01
 -3.2365658e+01  2.6592002e+00  2.6672530e+00 -3.4796801e+00
 -9.3364042e-01 -4.6667600e+00  7.9028592e+00 -7.1322627e+00
 -6.8008518e+00 -1.0412073e+01 -1.5206611e+01 -8.1146221e+00
 -8.3205862e+00 -9.8531914e+00 -1.2796617e+01 -5.6946640e+00
 -4.3411026e+00 -3.0658543e-01 -2.7976868e+00  2.7882879e+00
  5.4595370e+00 -4.9762654e+00  1.8164582e+00 -4.1062737e-01
 -9.6350616e-01 -3.7123754e+00 -6.6572647e+00 -8.8549837e-02
 -1.7844173e+00 -3.4617403e+00 -1.4247510e+00 -1.5615062e+00]",Soorya
"[-6.0947644e+02  9.4500290e+01 -2.7861794e+01  1.2849851e+01
 -7.6913090e+00 -6.7988145e-01  1.4825623e+00 -1.6360567e+01
 -2.8245869e+01  2.9211929e+00  1.2117471e+00 -1.3286246e+00
  8.4606333e+00 -2.8767288e+00  2.0130281e+00 -5.7437553e+00
 -6.2148900e+00 -1.0753328e+01 -1.3513571e+01 -4.4172349e+00
 -7.0043287e+00 -8.0280142e+00 -1.0341255e+01 -1.3189845e+00
 -1.8567222e+00 -4.3327603e+00 -1.8755573e+00  1.3806520e-01
  3.5715470e+00 -5.3018003e+00 -3.2152369e+00 -6.7245609e-01
 -1.6086578e+00 -3.2711945e+00 -6.1969972e+00 -2.2847464e+00
 -3.2421701e+00 -2.5911767e+00 -2.9299157e+00 -5.6420460e+00]",Soorya
"[-4.92459961e+02  1.11816696e+02 -2.76291523e+01  3.42143402e+01
 -1.31929817e+01  4.67435312e+00 -1.74243183e+01 -3.35692520e+01
 -3.51965904e+01  1.94618022e+00 -2.88277197e+00 -5.39552736e+00
  2.94962406e+00 -1.88223732e+00  1.02962551e+01 -1.16772308e+01
 -4.69841623e+00 -6.19462252e+00 -1.46221275e+01 -3.46872687e+00
 -7.55732679e+00 -1.22204285e+01 -1.33618479e+01 -2.98925018e+00
  2.14570537e-01 -2.09795251e-01 -1.82699883e+00  5.83591747e+00
  5.24538231e+00 -7.00101042e+00  2.52110887e+00 -1.07298148e+00
 -1.36759925e+00 -3.69109035e+00 -7.31519604e+00 -3.13448936e-01
 -2.07682490e+00 -1.17154634e+00 -4.86600876e-01 -2.16210794e+00]",Soorya
