features,class
"[-5.3604352e+02  1.3221660e+02 -2.7062899e+01  1.7960752e+01
 -1.9165632e+01 -3.2878389e+00 -2.1683113e+01 -4.1683792e+01
 -1.5435830e+01  1.6998011e+01 -4.0610380e+00  3.3837037e+00
 -3.0820520e+00 -1.3529086e+01  5.0071111e+00 -3.0433435e+00
 -2.1488369e+00 -1.5085331e+01 -1.0002304e+01 -3.4734008e+00
 -1.5167621e+01 -8.4541235e+00 -8.7799244e+00 -4.7720513e+00
 -2.9787986e+00  2.1133697e+00  2.3744714e+00  3.4338854e-02
  4.1315517e+00  5.0387925e-01  1.6227158e+00 -2.7675993e+00
  8.4668308e-01 -4.8224673e+00 -8.3166409e+00 -3.3808365e-02
 -5.4562297e+00 -3.8841040e+00  2.1647096e+00 -2.7631571e+00]",Soorya
"[-5.8260016e+02  1.5418823e+02 -3.2885052e+01  3.6475483e+01
  2.4611244e-01 -1.4374781e+01 -1.3480027e+01 -4.1610203e+01
 -1.5728868e+01  1.2051281e+01 -2.0442476e+00  1.6093125e+00
 -5.4877734e+00 -5.7853770e+00  1.6234034e+00 -1.1571243e+01
  2.2712698e+00 -1.6009636e+01 -1.5540933e+01  1.2517821e+00
 -1.5667700e+01 -7.6463528e+00 -7.0874410e+00 -4.4617691e+00
 -1.4587789e+00 -7.5285888e-01  2.9393694e+00 -2.1463149e+00
 -2.0554623e-02  8.1806964e-01  1.0523592e+00 -2.2864363e+00
  4.0603407e-02 -6.8269715e+00 -8.6140757e+00  1.2440442e+00
 -6.0414963e+00 -1.5855142e+00 -1.6692379e+00 -5.7456717e+00]",Soorya
"[-5.48386780e+02  1.38681030e+02 -2.33770256e+01  3.82339287e+01
 -3.07192475e-01 -1.16261520e+01 -3.03026924e+01 -4.37525482e+01
 -1.92600574e+01  1.38025274e+01 -2.98156834e+00 -2.33570075e+00
 -4.83628845e+00 -5.47428417e+00  6.11799955e+00 -1.19614744e+01
 -9.14473474e-01 -1.15385895e+01 -1.28203430e+01 -1.36063206e+00
 -1.70084305e+01 -9.23468971e+00 -7.92179585e+00 -6.79840422e+00
 -1.61911428e+00 -2.42247969e-01  4.50755395e-02  1.32695174e+00
  2.52812862e+00 -3.01595306e+00  2.07293558e+00 -7.78628886e-01
  1.73509967e+00 -7.70051384e+00 -9.88493252e+00  4.55182123e+00
 -6.11979675e+00 -2.00813818e+00  5.48147917e-01 -8.12194061e+00]",Soorya
"[-5.8979047e+02  1.2235457e+02 -1.1448672e+01  4.1922329e+01
 -7.1879883e+00 -3.0355103e+00 -1.4197311e+01 -3.0010645e+01
 -2.4135712e+01  3.1717484e+00 -1.1411302e+00 -6.8544012e-01
  9.1417921e-01 -5.2588015e+00  1.7739199e+00 -8.3877611e+00
 -2.0480304e+00 -1.2893860e+01 -9.6403570e+00 -1.3806252e+00
 -1.5097611e+01 -8.3619728e+00 -1.0434074e+01 -6.2905407e+00
 -3.2129152e+00  1.9600525e+00  5.2394323e+00 -2.3575318e+00
  4.0182309e+00  3.0937874e+00  4.6952569e-01 -8.6161458e-01
  6.2889677e-01 -6.4689608e+00 -7.8994746e+00  2.0479846e+00
 -4.2922273e+00 -2.1593330e+00  1.4797124e+00 -4.0004916e+00]",Soorya
"[-6.4375940e+02  6.7576874e+01 -1.5258835e+01  1.7571917e+01
  1.3564360e+00 -1.1988675e+01 -1.6004530e+01 -2.4720360e+01
 -4.7877178e+00  1.2110812e+01 -3.9463151e+00  2.6066072e+00
  3.3829415e+00 -5.6020947e+00  3.5809212e+00 -1.2818793e+00
 -2.7691755e+00 -1.0052853e+01 -8.6543417e+00 -4.2045531e+00
 -8.9421701e+00 -7.2495046e+00 -8.2373619e+00 -1.9296817e+00
 -1.4045551e+00 -5.5920702e-01  6.5749186e-01 -4.4753054e-01
  2.3695586e+00  2.6954839e-01 -5.2365452e-01 -1.3064725e+00
 -7.9944521e-01 -4.6640196e+00 -3.7489502e+00  1.4471593e-01
 -2.8974593e+00 -8.7399465e-01 -1.4339108e+00 -3.8585458e+00]",Soorya
"[-5.3579907e+02  1.3646587e+02 -1.0878507e+01  2.0518047e+01
  1.2037256e+00 -1.3583219e+01 -1.6636435e+01 -3.1242804e+01
 -1.7479099e+01  1.0466236e+01 -3.1892409e+00 -4.5827928e+00
 -3.2652214e+00 -7.5224156e+00  3.0803092e+00 -5.9254894e+00
 -5.7589374e+00 -1.3394897e+01 -9.2998056e+00 -1.9003242e+00
 -1.4340900e+01 -1.0384257e+01 -8.9793091e+00 -6.7147460e+00
 -5.7169080e+00 -3.3368521e+00 -1.2644757e+00 -4.6692500e+00
 -3.9647838e-01 -2.1278009e+00 -4.5968781e+00  3.7188351e-02
 -3.7376695e+00 -1.1976435e+01 -6.2585325e+00 -7.1595728e-01
 -3.5632117e+00  6.5584654e-01  2.9007311e+00  5.4459137e-01]",Soorya
"[-4.9798019e+02  1.0324834e+02 -9.7841234e+00  2.3009935e+01
 -2.6797169e+01  5.4091609e-01 -9.4313545e+00 -2.5495373e+01
 -4.4881207e+01 -6.1144557e+00 -2.1184663e-01 -3.5437036e+00
  3.3021195e+00 -7.9351377e+00  1.0395728e+01 -2.1628077e+00
  9.1931528e-01 -9.9085808e+00 -1.4913856e+01 -1.0689094e+01
 -1.9883060e+01 -5.8388090e+00 -1.7163094e+01 -8.6265144e+00
  9.1282129e-02 -4.8887982e+00 -5.0937886e+00 -2.0268085e+00
  2.0116887e+00 -5.0237865e+00 -1.1028179e+00 -5.2472262e+00
 -5.3254795e+00 -3.0169165e-01 -5.2532864e+00 -2.9013839e+00
 -3.7119055e+00 -5.5661469e+00  1.6679313e+00 -3.2447405e+00]",Soorya
"[-6.6144415e+02  9.0696503e+01 -3.8818672e+00  2.6430120e+01
  9.2126865e+00 -1.3577174e+00 -2.9803896e+00 -1.9763466e+01
 -1.3509934e+01  3.1600306e+00 -3.1764779e+00 -3.9247530e+00
 -2.0150454e+00 -1.2044951e+00 -1.2263579e+00 -5.9482646e+00
 -8.9480203e-01 -1.0492641e+01 -1.0961460e+01 -2.8926688e-01
 -1.0653474e+01 -1.0096826e+01 -5.2380142e+00 -5.9680481e+00
 -2.6318784e+00 -2.1629941e+00 -1.8008586e+00  8.3222044e-01
 -6.5905339e-01 -5.1275408e-01  1.1509191e+00 -5.5855560e-01
  5.0248700e-01 -3.8363378e+00 -5.1117134e+00  9.8159862e-01
 -2.3804688e+00 -3.4556878e+00 -1.0717635e+00 -3.3319056e+00]",Soorya
"[-7.4088306e+02  6.0137756e+01 -1.3006928e+01  1.1382768e+01
 -6.3243222e-01 -2.5892680e+00 -6.0193467e+00 -1.5410516e+01
 -5.0356631e+00  5.5509458e+00 -1.3900920e+00 -2.0114825e+00
 -3.6997449e+00 -4.7702384e+00  7.2024584e-02 -2.7017310e+00
 -1.8211368e+00 -5.4305000e+00 -5.1112804e+00 -3.3422332e+00
 -5.5029755e+00 -4.2950611e+00 -3.5739481e+00 -2.8096688e-01
 -3.6427364e-01 -3.8281164e-01  2.7423677e+00  2.3875453e+00
 -9.0591997e-02  1.9426970e+00  5.7054901e-01  1.0957179e+00
  1.8259383e+00 -2.4657252e+00 -7.4813962e-02  1.5692304e-01
 -6.5122879e-01 -5.9201773e-02 -4.2848490e-02 -6.9055331e-01]",Soorya
"[-5.1178888e+02  1.1531907e+02 -2.7685423e+01  4.1667347e+01
 -5.9120564e+00 -1.3229178e+00 -4.3903275e+01 -1.9050600e+01
 -1.0628399e+01  7.7288361e+00 -8.3090372e+00  9.9622846e-01
  1.1452731e+00 -1.8484507e+01  3.9554071e+00 -2.6158516e+00
  2.4630439e+00 -1.0752123e+01 -1.2560006e+01 -1.0475420e+01
 -1.0652339e+01 -7.3350430e+00 -1.3729898e+01 -1.4236314e+00
 -1.0567898e+01 -3.8111848e-01 -3.8602218e-01 -5.8530736e+00
  4.9294219e+00 -4.3706136e+00 -6.9478250e-01  4.4222042e-01
 -1.4152499e+00 -9.5733175e+00 -4.4611936e+00 -2.0154045e+00
 -5.9432907e+00 -2.3781404e+00 -2.2061381e+00 -2.3307929e+00]",Soorya
"[-5.44856201e+02  1.37738937e+02 -1.95236645e+01  3.44373283e+01
 -1.27948542e+01 -1.86136723e+01 -3.27548904e+01 -2.97271366e+01
 -1.19525633e+01  6.66014051e+00 -4.85909033e+00 -2.16245666e-01
 -9.79364681e+00 -1.73972454e+01  1.04746361e+01 -1.44207156e+00
 -6.92488575e+00 -1.17213287e+01 -9.89164352e+00 -6.32326221e+00
 -1.22394905e+01 -6.39412642e+00 -7.12555981e+00 -3.72340703e+00
 -3.63143015e+00  6.83962584e-01  2.23069385e-01  2.74610829e+00
  1.72847664e+00 -4.24193335e+00  1.32023728e+00 -9.77546871e-01
  1.94623721e+00 -9.01807213e+00 -6.42456102e+00  2.73825407e+00
 -6.04220629e+00 -1.63971901e+00  2.38187456e+00 -3.99380136e+00]",Soorya
"[-7.07619080e+02  1.07852119e+02 -9.03078842e+00  3.02502575e+01
 -1.13720675e+01 -7.56344080e-01 -2.06929493e+01 -2.01991081e+01
 -1.74605560e+01  1.10707474e+01 -3.64548469e+00 -6.48171711e+00
 -4.27828074e+00 -1.07013741e+01  1.92145333e-01 -4.87996626e+00
 -2.86475205e+00 -1.25906277e+01 -9.81223869e+00 -3.67920089e+00
 -1.13600740e+01 -8.26702976e+00 -9.05837440e+00 -2.70860004e+00
 -2.13406301e+00  2.15760899e+00  3.34611869e+00  5.14910698e+00
  4.33679247e+00 -1.17867915e-02  4.93620872e+00 -5.75115681e-02
  3.00310421e+00 -7.63480854e+00 -2.43885255e+00  2.09718570e-01
 -1.60074055e+00  1.58280766e+00 -1.26938462e+00 -1.41535425e+00]",Soorya
"[-5.9713586e+02  1.0324536e+02 -2.2485365e+01  2.0940605e+01
 -2.8710606e+00 -1.4847703e+01 -1.6024347e+01 -2.9922449e+01
 -6.0755076e+00  1.1783927e+01 -1.7006390e+00  6.2871780e+00
 -8.7132254e+00 -1.5972608e+01  6.2009292e+00 -7.0600982e+00
 -4.4163098e+00 -7.7424273e+00 -1.4412918e+01 -5.7097011e+00
 -9.8368492e+00 -7.4782162e+00 -9.8435469e+00 -9.2732706e+00
 -2.7130659e+00 -7.2207731e-01 -3.4698920e+00  4.5303890e-01
  1.9528308e+00 -3.6557739e+00  3.9189827e-01 -1.1268401e+00
 -3.4282272e+00 -6.8847470e+00 -6.2257352e+00 -1.1365460e+00
 -6.9243693e+00 -5.5687327e+00 -1.2845453e+00 -3.1000910e+00]",Soorya
"[-5.08268738e+02  1.48036224e+02 -2.09838696e+01  4.40301971e+01
  1.30741940e+01 -3.15131607e+01 -2.83138046e+01 -3.05851936e+01
 -1.51863365e+01  2.91762257e+00 -1.49832487e+00  3.98835754e+00
 -5.23213005e+00 -1.44073801e+01  7.98369551e+00 -1.60636759e+00
 -9.40961361e+00 -6.94542265e+00 -1.26990633e+01 -7.43503284e+00
 -1.02172260e+01 -9.64462280e+00 -1.18165674e+01 -1.13731651e+01
 -5.84760618e+00 -4.77027893e+00 -1.78535426e+00 -3.31045628e-01
 -5.16456008e-01 -4.06030416e+00 -2.05483079e+00 -1.62750888e+00
 -6.18229389e+00 -1.19256229e+01 -8.94534969e+00  1.77695382e+00
 -2.86034107e+00  1.73283052e+00  7.47181892e+00 -5.80969274e-01]",Soorya
"[-548.0391      130.8535       -9.858578     46.255814     -5.565948
  -18.298155    -28.985119    -33.844833     -9.917541     11.00177
   -8.628402     -2.6769822    -5.1000686   -13.532714      9.683899
   -6.211975     -3.8654807    -7.6206913   -12.072455     -7.770744
  -17.605303     -6.903622    -11.886734     -6.158663     -0.99180436
   -4.5279036    -2.609803     -1.2811509    -1.7524985    -2.0757837
    2.2266731    -2.1781101    -2.081605     -9.283787     -9.065519
    0.6734405    -6.0339937    -4.141772     -2.7593057    -6.8151536 ]",Soorya
"[-5.8936377e+02  1.3738432e+02 -1.4359689e+01  3.9305920e+01
  5.8267622e+00 -2.6786914e+00 -1.4252631e+01 -2.0087057e+01
 -2.8257811e+01 -1.8347245e+00 -6.5688510e+00 -8.1566868e+00
 -3.8912950e+00 -5.7662935e+00 -1.9466974e+00 -3.5024328e+00
 -4.1708651e+00 -1.5720657e+01 -4.6329427e+00 -5.7976556e+00
 -1.3862933e+01 -5.6425138e+00 -9.8701878e+00 -4.6743503e+00
 -2.9908082e+00 -2.4421446e+00  1.2887514e+00  2.0123332e+00
  3.8649018e+00 -6.1447644e-01 -1.5124573e+00 -2.3456411e+00
 -1.5866894e+00 -8.5392218e+00 -6.4515944e+00 -2.6811898e-01
 -3.8355880e+00 -3.3229189e+00  3.0374312e+00  3.8048849e-01]",Soorya
"[-524.00397    120.62271    -25.35447     16.101707   -28.385149
   -7.0457463  -21.965975   -19.249327   -12.236045     7.821893
   -1.0788875    5.900476    -3.7755914  -15.878391     4.1402392
   -5.181313    -4.663981   -15.191586    -8.66774    -10.919829
  -15.142475    -5.9924426  -14.30455     -3.3305259   -7.6834
   -4.7438717   -1.9169896   -5.870421     2.3850145   -6.1583424
   -2.969182    -3.350278    -3.5494263   -8.735139    -9.770251
    1.1680658   -1.0776384    1.2800059    3.3330674   -1.8125802]",Soorya
"[-5.6480817e+02  1.0484326e+02 -1.6555645e+01  5.8284473e+01
  3.3076632e+00 -1.6712282e+01 -5.1091323e+00 -1.6204880e+01
 -3.5831440e+01 -1.1620184e+01 -4.8030834e+00 -5.6470795e+00
 -1.5859681e+00 -8.7904654e+00  4.5679417e+00 -1.0602100e+01
 -3.5173774e+00 -3.8842199e+00 -1.6416365e+01 -7.0843978e+00
 -1.2455102e+01 -7.7414794e+00 -1.3787524e+01 -9.4541798e+00
 -4.0938840e+00 -1.2318011e+01 -4.3800635e+00 -2.1886225e+00
 -1.9594907e+00 -4.6197538e+00 -4.1338062e+00 -4.5325704e+00
 -8.2218914e+00 -3.0447149e+00 -4.5070186e+00 -4.3049746e+00
 -4.1341085e+00 -3.7806509e+00  1.3704799e+00  2.0718080e-01]",Soorya
"[-5.67872803e+02  1.03903198e+02 -1.32478695e+01  3.61591415e+01
 -4.03902769e+00 -1.10722933e+01 -2.85474415e+01 -2.63986988e+01
 -1.07711153e+01  3.58560252e+00 -2.20594049e+00  4.72943448e-02
 -7.33164644e+00 -1.17545834e+01  5.36244965e+00 -4.81923246e+00
 -4.21335363e+00 -8.05396366e+00 -8.63688564e+00 -9.12130260e+00
 -1.33527842e+01 -8.78389835e+00 -9.72109413e+00 -4.12020445e+00
 -6.44116688e+00 -2.64076710e+00 -1.99301791e+00 -9.17002738e-01
  1.12799346e+00 -4.27396154e+00  2.02192712e+00 -9.63576078e-01
 -5.43534696e-01 -7.19206858e+00 -7.66757774e+00  7.16881275e-01
 -4.19160032e+00 -6.02207601e-01 -9.98406827e-01 -4.83976269e+00]",Soorya
"[-6.7367548e+02  6.5767212e+01 -5.6541462e+00  2.7298046e+01
 -2.9347105e+00 -5.4462953e+00 -1.3722276e+01 -1.6291105e+01
 -1.1199478e+01  9.6865807e+00  3.3404996e+00  2.4393255e-01
  1.3235043e+00 -5.3846059e+00  3.5045145e+00 -3.2699709e+00
 -5.5426612e+00 -8.5424652e+00 -6.4866619e+00 -8.1738796e+00
 -1.2810101e+01 -9.9378138e+00 -7.6287918e+00 -2.1564605e+00
 -5.0133343e+00  2.4333893e-01  2.3512919e+00  2.5091588e+00
  2.3077359e+00  7.2762430e-01  7.1516496e-01 -1.5207947e+00
  8.4055936e-01 -8.2278843e+00 -4.6117558e+00  9.0973639e-01
 -2.8149829e+00 -1.0110575e+00 -5.2631563e-01 -4.2123661e+00]",Soorya
"[-6.0941821e+02  8.6836174e+01 -2.1774658e+01  3.8013943e+01
  9.3246880e+00 -1.1753284e+01 -2.4699791e+01 -2.0563457e+01
 -8.7263021e+00  2.5467255e+00 -6.7087092e+00  9.3117023e-01
 -1.1426759e+00 -1.4962671e+01  3.2638917e+00 -8.5832524e-01
 -7.7275953e+00 -7.9759874e+00 -6.2575755e+00 -5.0618172e+00
 -9.5073204e+00 -6.9606919e+00 -5.6716261e+00 -6.5759768e+00
 -5.2037148e+00 -9.6934092e-01 -2.4322050e+00 -6.6187926e-02
 -4.7110221e-01 -5.2952657e+00 -1.6730911e-01 -5.3385913e-01
 -8.4499985e-01 -6.2602968e+00 -7.6151123e+00  5.5642551e-01
 -2.3766222e+00  8.4929907e-01  5.5119472e+00  2.6734643e+00]",Soorya
"[-511.47513    133.72585    -32.58721     39.452034    13.036979
  -28.147877   -25.836082   -30.939491   -10.1556015    4.786487
   -5.355599     8.162848    -7.244145   -17.091103    11.521645
   -3.8650963   -8.504911    -8.324287   -13.092682    -5.102022
  -14.677039   -13.201215   -11.997665   -11.479412    -6.411857
   -6.5351915   -3.9002595    1.832372     1.2643952   -4.547007
   -1.5242871   -3.079274    -3.8286772   -9.876919   -12.108781
   -0.8843394   -6.4156804   -4.1855326    3.0320137   -2.3891737]",Soorya
"[-5.4649316e+02  1.2128616e+02 -1.1762240e+01  3.9914406e+01
 -8.0172033e+00 -2.4558748e+01 -2.8618170e+01 -2.9024147e+01
 -1.6818007e+01  4.3753419e+00 -3.6632102e+00  1.0470183e+00
  1.6206108e-01 -1.1597648e+01  7.0358028e+00 -5.6535254e+00
 -4.4742422e+00 -9.7000256e+00 -1.3127140e+01 -4.8247609e+00
 -1.7099874e+01 -8.9346895e+00 -7.3671627e+00 -8.6302881e+00
 -2.7039492e+00 -3.8395882e+00 -5.9952211e+00  1.5824523e+00
  9.9513334e-01 -5.6431937e+00  2.8319316e+00 -3.2160089e+00
 -3.6123412e+00 -5.7753873e+00 -9.5777798e+00  8.7313271e-01
 -5.3634086e+00 -6.7281566e+00 -4.9282694e+00 -1.0040946e+01]",Soorya
"[-5.83484802e+02  8.06488342e+01 -1.39986610e+01  6.18570557e+01
  6.56814992e-01 -2.21250296e+00 -2.55236835e+01 -3.17018299e+01
 -7.57690859e+00  9.09828758e+00 -4.80365944e+00 -1.99742687e+00
  5.84463716e-01 -1.29798832e+01  7.13993263e+00 -7.55591035e-01
 -8.84863853e+00 -1.85408163e+00 -8.70566750e+00 -1.05568438e+01
 -9.69749832e+00 -1.18044195e+01 -7.99097776e+00 -7.54249859e+00
 -1.92627490e+00  1.49499583e+00 -5.84449434e+00  3.66386485e+00
  2.12171006e+00 -4.13679552e+00 -5.55111527e-01 -3.26022267e-01
  1.16388631e+00 -6.10018969e+00 -4.92189503e+00  1.32490814e+00
 -9.34738755e-01 -1.32637584e+00  1.90112102e+00 -3.37233663e+00]",Soorya
"[-5.25132385e+02  1.01356453e+02 -2.19498997e+01  5.02891502e+01
 -2.25319386e+00 -1.63667488e+01 -3.09287739e+01 -3.27520866e+01
 -2.00209827e+01  2.99280095e+00 -7.16450357e+00 -6.28746033e-01
 -2.40834546e+00 -1.57668877e+01  9.34104347e+00 -1.40850520e+00
 -1.25327883e+01 -4.33295345e+00 -9.79128933e+00 -1.47321987e+01
 -1.13154640e+01 -1.08108635e+01 -6.54832935e+00 -4.12918806e+00
 -4.30042601e+00  1.40322769e+00 -5.00906372e+00 -1.12414873e+00
  1.71703672e+00 -4.63866282e+00 -2.43818474e+00 -1.69115102e+00
 -3.58950227e-01 -9.36204147e+00 -9.60629463e+00 -1.75011742e+00
 -7.11271316e-02  5.61071150e-02  2.95590377e+00 -2.17166856e-01]",Soorya
"[-5.98186340e+02  1.07544655e+02 -2.48290482e+01  3.59565125e+01
 -8.66776848e+00  9.49453637e-02 -1.94983654e+01 -2.40721207e+01
 -1.35989113e+01  1.38931551e+01  2.42096767e-01  1.96725881e+00
 -4.42338562e+00 -1.04211817e+01 -1.30533919e-01 -8.91902256e+00
 -4.22627878e+00 -8.19553280e+00 -6.88866425e+00 -5.34144211e+00
 -1.03093634e+01 -1.12554636e+01 -9.68792725e+00 -2.81319737e+00
 -6.71276379e+00 -6.22441590e-01 -2.25401783e+00 -1.01095378e+00
  4.81827259e-01 -3.93966651e+00  2.34879851e+00 -2.96116114e+00
  1.21986771e+00 -4.41282511e+00 -6.24654102e+00 -1.28511930e+00
 -1.96508205e+00 -1.60525846e+00  5.88600516e-01 -1.36282146e+00]",Soorya
"[-5.8026337e+02  1.2773404e+02 -9.9481096e+00  3.5916920e+01
 -4.1426507e-01 -2.5073296e+01 -5.9970517e+00 -3.0079893e+01
 -3.8389862e+01 -1.3776752e+01 -1.0572274e+01 -5.6753573e+00
 -9.8935204e+00 -7.3566499e+00  3.4696405e+00 -7.1147246e+00
 -1.4970889e+00 -7.3077617e+00 -1.3954142e+01 -8.7981730e+00
 -1.1512274e+01 -9.3537979e+00 -7.8423100e+00 -3.1384611e+00
  1.7359234e+00  3.0358412e+00  3.8917291e+00  8.2273245e+00
  2.9725761e+00 -1.3945035e+00  2.1674623e+00 -7.0662457e-01
  2.1522050e+00 -2.6938504e-01 -2.9578996e+00  4.0770400e-02
 -2.2898772e+00 -2.9229925e+00 -1.0630126e+00 -1.4570336e+00]",Soorya
"[-8.6474225e+02  5.4422550e+01 -1.0824204e+01  2.2003025e+01
 -1.0769359e+01  1.6413292e+01 -2.4706881e+00 -6.2775187e-02
 -1.9406433e+01  1.4158908e+01 -1.7258266e-01  3.2947073e+00
 -2.9995451e+00  6.2562652e+00 -5.9634190e+00  2.3076355e+00
 -8.8960981e+00 -6.1872969e+00 -1.1186180e+01 -3.8503478e+00
 -9.2766609e+00 -2.2130175e+00 -1.1393060e+01  2.2083406e+00
 -4.9015265e+00 -2.4994593e+00  2.5720987e+00  3.6172035e-01
 -3.6983833e-01  6.9697100e-01 -2.2793727e+00 -2.2069280e+00
  9.9031597e-02 -2.4439147e+00 -6.8938243e-01 -1.0372657e+00
  5.3386927e-01  2.9492639e-02  3.1665590e-01 -1.8682437e+00]",Soorya
"[-5.5976520e+02  1.4692288e+02 -1.2013544e+00  2.5689831e+01
 -1.1123672e+01 -4.5839543e+00 -1.0155146e+01 -2.9105022e+01
 -3.2029785e+01 -6.0644164e+00 -5.9091717e-01 -1.4853978e+00
 -4.0086002e+00 -1.2993689e+01  7.0081120e+00 -2.6695845e+00
 -2.7562587e+00 -4.4720006e+00 -1.5534072e+01 -1.1313866e+01
 -1.2928651e+01 -5.7759557e+00 -1.2415042e+01 -8.2764978e+00
  7.4437958e-01 -7.0106258e+00 -3.2197640e+00  2.3542356e+00
  1.3891295e+00 -7.3389208e-01 -1.8719391e+00 -3.0620534e+00
 -3.1158118e+00  3.2486188e-01 -7.8300613e-01 -5.3051729e+00
 -6.4693222e+00 -7.1049576e+00 -1.5118206e+00 -1.8586776e+00]",Soorya
"[-5.79337708e+02  1.05359505e+02 -4.45280724e+01  1.16648989e+01
 -5.40900612e+00 -1.54084749e+01 -8.21447468e+00 -1.90303345e+01
 -1.27501802e+01  1.14901266e+01 -5.98161793e+00  7.49620974e-01
  1.69991076e+00 -6.41588306e+00  1.12657368e+00 -7.27250051e+00
 -2.41888762e+00 -1.13559704e+01 -5.51434517e+00 -4.03550148e+00
 -8.30104446e+00 -8.14523983e+00 -6.88296986e+00  1.88858497e+00
 -8.86061954e+00 -2.96367550e+00  3.66004586e+00  2.71898568e-01
 -2.41436076e+00 -1.62921333e+00 -4.92315978e-01 -1.98359954e+00
  5.81889212e-01 -1.86587918e+00 -2.35880589e+00 -2.44487071e+00
 -7.08131552e-01 -3.56219697e+00 -2.91631770e+00 -1.98082805e+00]",Soorya
"[-491.4846       90.36626     -11.654479     51.905197    -19.259348
    2.0674884    -7.219092    -23.40103     -29.539167     -3.7390108
   -2.9598958     2.350433     -1.5517207     3.4275246    11.460735
  -13.18981      -1.1577948    -8.793762    -15.873606     -8.891029
  -12.064414    -11.435153    -10.818108     -2.9738863    -8.058395
   -9.005676     -3.0735655     1.866887     -2.2978587    -6.3193517
    0.999242     -3.403112     -0.5481607    -4.845879     -5.941521
   -2.2089224    -4.3565135    -2.583401      1.9055359    -0.72377497]",Soorya
"[-5.1575269e+02  9.1819168e+01 -4.0893948e+01  6.1078419e+01
 -6.2357478e+00 -9.3482265e+00 -1.3778854e+01 -2.4958521e+01
 -2.8593657e+01 -1.8323665e+00 -5.4044261e+00  4.0464792e-01
  2.6383762e+00  2.5918658e+00  5.7402139e+00 -1.0591813e+01
  1.3898903e+00 -1.5384670e+01 -1.4718659e+01 -5.7954254e+00
 -1.5818015e+01 -8.5184431e+00 -1.0595989e+01 -1.4809215e+00
 -3.9475248e+00 -9.1914406e+00 -4.0636568e+00  1.6355033e+00
 -3.6151075e-01 -2.6629999e+00  9.8494601e-01 -3.2642198e+00
  3.1690965e+00 -5.8022900e+00 -7.8959184e+00  3.7386224e-02
 -6.8881316e+00 -4.6914263e+00 -2.1453648e+00 -7.1527438e+00]",Soorya
"[-5.4610535e+02  6.1840878e+01 -1.6233591e+01  6.7646080e+01
 -1.3357287e+01  7.3339095e+00 -1.6507889e+01 -1.7106279e+01
 -2.5348372e+01 -3.5309632e+00 -1.2343417e+01  1.7174016e+00
  8.1162577e+00 -7.3258038e+00  2.3165407e+00 -8.5500469e+00
 -9.7709215e-01 -1.1685763e+01 -1.3716981e+01 -5.9854021e+00
 -9.7680960e+00 -1.0151421e+01 -8.7553463e+00  5.9654452e-02
 -9.2494164e+00 -3.2764626e+00  1.0548190e-02 -1.7457236e+00
  2.1609066e-01 -5.3748312e+00  1.7891414e+00 -1.9055443e+00
  2.1020525e+00 -3.8370707e+00 -6.0882006e+00 -2.4682083e+00
 -2.5473742e+00 -5.1610045e+00 -4.0504475e+00 -2.3788328e+00]",Soorya
"[-566.3867     116.98833     -6.11731     31.937777    -9.564404
   -5.3661356   -1.3984061  -23.924646   -33.170246    -2.1043742
   -4.608375     1.6059865    2.833789    -5.7347703    7.015282
   -9.320064    -4.874555   -12.473352   -18.626303    -5.5340548
  -10.1657095  -10.749237    -7.981709    -0.9082234   -9.260519
   -4.105633     1.7865148   -2.6597586   -1.7910756   -3.8383462
    2.4641674   -0.860314    -0.8249071   -4.0487237   -7.741457
   -1.6485683   -4.0317783   -6.9270444   -8.341112    -6.4843655]",Soorya
"[-5.65020508e+02  1.06385963e+02 -2.42088566e+01  5.31110001e+01
  3.89562368e+00 -1.13031845e+01 -9.76354599e+00 -3.20917091e+01
 -2.99847088e+01 -9.65098095e+00 -1.17897148e+01 -8.35472047e-02
 -3.09094644e+00 -5.98073721e+00  7.69435596e+00 -8.36621761e+00
 -2.04625726e+00 -8.67957401e+00 -1.45435143e+01 -6.31416178e+00
 -1.09411430e+01 -9.86737347e+00 -7.89797401e+00 -1.44874227e+00
 -2.66978836e+00 -1.19162226e+00  1.94694149e+00  4.17431784e+00
 -1.24551010e+00 -3.27614999e+00  3.39471149e+00 -2.11293745e+00
  1.65728426e+00 -3.06473780e+00 -5.66028643e+00  2.50794816e+00
 -7.41047800e-01 -2.75034738e+00 -3.55390263e+00 -4.85194206e+00]",Soorya
"[-7.3310016e+02  6.4624039e+01 -5.2450943e+00  3.7289249e+01
 -4.4167547e+00  5.0991206e+00  3.0587914e+00 -1.7932705e+01
 -1.7129473e+01  7.5434265e+00  3.2905290e+00 -1.8430158e+00
  4.2601657e+00  5.0753937e+00  4.8738217e+00 -1.5780106e+00
 -5.1335564e+00 -8.8792953e+00 -7.5225072e+00 -1.1360534e+01
 -9.2871761e+00 -7.7545195e+00 -1.1831916e+01 -5.9902698e-01
 -3.9044306e+00 -6.1051455e+00  3.5703263e+00  1.3151113e+00
 -1.6247042e+00  7.7499139e-01 -3.1749356e-01 -6.2892884e-01
  2.1048629e+00 -3.6109557e+00 -1.4284775e+00  2.1120964e-01
 -2.3372223e+00 -4.1345060e-01  2.0003448e-01 -1.6617737e+00]",Soorya
